id_cli,nomb_cli,apell_cli,tip_doc,num_doc,fec_nac,fec_alta,cod_segmento,score_buro,ciudad_res,depto_res,estado_cli,canal_adquis
CLI0000688,Laura,Ortiz López,CC,225636022,1971-01-13,2024-06-04,BASICO,,Soledad,Atlántico,ACTIVO,APP_MOVIL
CLI0000689,Mauricio,García Sánchez,CC,1092652817,1974-08-07,2024-04-10,BASICO,346.0,,Santander,ACTIVO,APP_MOVIL
CLI0000690,María,Sánchez Restrepo,CC,592912965,1989-02-13,2024-08-10,PREMIUM,601.0,Soledad,Atlántico,ACTIVO,
CLI0000691,Héctor,Rivera Gómez,CC,95674961,1988-01-04,2024-01-09,PREMIUM,560.0,Medellín,Antioquia,ACTIVO,PORTAL_WEB
CLI0000692,Yolanda,Torres Vargas,CC,168535663,1988-05-29,2024-07-31,ESTANDAR,505.0,Facatativá,Cundinamarca,INACTIVO,CORRESPONSAL
CLI0000693,Miguel,Cardona Arango,CC,313541345,1978-01-07,2024-05-01,PREMIUM,709.0,,Antioquia,ACTIVO,REFERIDO
CLI0000694,Valentina,Medina Herrera,CC,61733036,1996-04-28,2024-01-05,BASICO,413.0,Zipaquirá,Cundinamarca,ACTIVO,PORTAL_WEB
CLI0000695,Alejandro,Ruiz Rodríguez,CC,991136282,1964-04-30,2024-06-16,ESTANDAR,538.0,Bogotá,Cundinamarca,ACTIVO,FUERZA_VENTAS
CLI0000696,Alejandro,Pérez Muñoz,CC,448815339,1983-12-29,2024-06-16,ESTANDAR,598.0,Ipiales,Nariño,ACTIVO,APP_MOVIL
CLI0000697,Jorge,Romero Medina,CC,1175283954,1981-05-06,2024-09-21,ESTANDAR,642.0,Soacha,Cundinamarca,ACTIVO,REFERIDO
CLI0000698,Mauricio,Romero Cardona,CC,104758668,1982-11-09,2024-08-01,BASICO,454.0,Soacha,Cundinamarca,ACTIVO,PORTAL_WEB
CLI0000699,Patricia,Morales García,CC,461045422,1977-06-12,2024-11-03,ESTANDAR,463.0,,Atlántico,ACTIVO,REFERIDO
CLI0000700,Jorge,Díaz Ospina,CC,915360976,1961-06-26,2024-04-01,PREMIUM,560.0,Bello,Antioquia,ACTIVO,APP_MOVIL
CLI0000701,Valentina,Flores Torres,CC,722298052,1966-01-18,2024-01-06,ESTANDAR,493.0,Acacías,Meta,ACTIVO,APP_MOVIL
CLI0000702,Mauricio,López Vásquez,CC,529777881,1964-03-25,2024-05-14,ESTANDAR,394.0,Soacha,Cundinamarca,ACTIVO,PORTAL_WEB
CLI0000703,Jorge,Jiménez Muñoz,CC,299592751,1996-03-26,2024-01-30,PREMIUM,703.0,Bello,Antioquia,ACTIVO,PORTAL_WEB
CLI0000704,Juliana,Medina Ospina,CC,56555454,1973-08-22,2024-10-21,PREMIUM,801.0,Soledad,Atlántico,ACTIVO,REFERIDO
CLI0000705,María,Castillo Sánchez,CC,432345325,1962-04-25,2024-07-07,BASICO,449.0,Villavicencio,Meta,ACTIVO,APP_MOVIL
CLI0000706,Juliana,Díaz Ortiz,CC,297070907,1962-08-13,2024-07-30,ESTANDAR,638.0,Buenaventura,Valle,ACTIVO,APP_MOVIL
CLI0000707,Laura,Restrepo Nieto,CC,1142861609,1988-06-20,2024-07-31,ESTANDAR,590.0,Malambo,Atlántico,ACTIVO,CORRESPONSAL
CLI0000708,Héctor,Vargas Martínez,CC,1140563255,1996-05-08,2024-05-18,PREMIUM,674.0,Medellín,Antioquia,ACTIVO,APP_MOVIL
CLI0000709,Luisa,Restrepo Díaz,CC,156972446,1974-07-15,2024-02-08,ESTANDAR,487.0,Bogotá,Cundinamarca,INACTIVO,CORRESPONSAL
CLI0000710,María,Gómez García,CE,874422382,1981-01-24,2024-06-18,ESTANDAR,517.0,Montería,Córdoba,ACTIVO,REFERIDO
CLI0000711,Claudia,González Ramírez,CC,76539347,1965-03-17,2024-04-04,ELITE,778.0,Palmira,Valle,BLOQUEADO,PORTAL_WEB
CLI0000712,Melissa,Restrepo Martínez,CC,101628273,2002-08-06,2024-02-04,BASICO,348.0,Soledad,Atlántico,ACTIVO,FUERZA_VENTAS
CLI0000713,Camila,González García,CC,410942948,1995-11-15,2024-05-15,ESTANDAR,518.0,Villavicencio,Meta,ACTIVO,APP_MOVIL
CLI0000714,Claudia,Herrera Vargas,CC,347585663,1969-05-07,2024-10-31,BASICO,449.0,Soacha,Cundinamarca,ACTIVO,
CLI0000715,Luisa,Rivera González,CC,279457876,1982-07-31,2024-09-06,ESTANDAR,443.0,Palmira,Valle,ACTIVO,APP_MOVIL
CLI0000716,María,Martínez Ospina,NIT,879198913,1964-09-03,2024-12-19,ESTANDAR,564.0,Malambo,Atlántico,ACTIVO,APP_MOVIL
CLI0000717,Yolanda,Rodríguez Gómez,CC,259905757,1978-12-07,2024-08-17,ESTANDAR,,Tuluá,Valle,ACTIVO,FUERZA_VENTAS
CLI0000718,Iván,Ortiz Vásquez,CC,95714793,1985-11-17,2024-07-09,BASICO,391.0,Zipaquirá,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0000719,Ana,Romero Ruiz,CC,803259672,1994-09-30,2024-12-27,BASICO,300.0,Floridablanca,Santander,ACTIVO,PORTAL_WEB
CLI0000720,Jorge,González Restrepo,CC,561756520,1988-02-06,2024-02-03,ESTANDAR,548.0,Bogotá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000721,Melissa,Ramírez Jiménez,CC,870454593,1982-03-12,2024-11-29,BASICO,303.0,Facatativá,Cundinamarca,ACTIVO,REFERIDO
CLI0000722,Ricardo,Ramírez Ortiz,CC,613943531,1998-12-09,2024-11-18,BASICO,396.0,Barranquilla,Atlántico,ACTIVO,
CLI0000723,Patricia,Muñoz Nieto,NIT,718517407,1996-08-02,2024-09-21,ESTANDAR,488.0,Floridablanca,Santander,ACTIVO,REFERIDO
CLI0000724,Jorge,Ramírez Salcedo,CC,407645080,1980-07-09,2024-04-07,ESTANDAR,409.0,Barranquilla,Atlántico,ACTIVO,APP_MOVIL
CLI0000725,Laura,Ruiz Ospina,CC,685157178,2000-01-25,2024-07-25,ESTANDAR,509.0,Bogotá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000726,Carlos,Gómez Restrepo,CC,755204566,1984-02-18,2024-10-27,PREMIUM,753.0,Neiva,Huila,INACTIVO,APP_MOVIL
CLI0000727,Miguel,Rodríguez Martínez,CC,16166282,2002-10-30,2024-04-25,ESTANDAR,464.0,Girón,Santander,ACTIVO,APP_MOVIL
CLI0000728,Sandra,Vargas Morales,CE,626683566,1982-04-20,2024-10-10,PREMIUM,784.0,Pasto,Nariño,ACTIVO,PORTAL_WEB
CLI0000729,Patricia,Ospina López,CC,74077168,1968-02-22,2024-07-12,PREMIUM,773.0,Palmira,Valle,ACTIVO,APP_MOVIL
CLI0000730,Melissa,Vargas Morales,CC,632905446,1960-03-27,2024-05-24,BASICO,459.0,Acacías,Meta,ACTIVO,FUERZA_VENTAS
CLI0000731,Juan,Ramírez Díaz,CE,738416178,1994-09-15,2024-05-03,ESTANDAR,700.0,Villavicencio,Meta,ACTIVO,APP_MOVIL
CLI0000732,Andrés,Ospina Gómez,CE,273184371,1965-04-29,2024-07-13,ESTANDAR,446.0,Soacha,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000733,Andrés,Morales Flores,CC,397691933,1979-08-26,2024-03-25,ELITE,886.0,Zipaquirá,Cundinamarca,ACTIVO,FUERZA_VENTAS
CLI0000734,Sergio,Flores Cardona,CC,704986121,1975-11-15,2024-12-27,BASICO,409.0,Facatativá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000735,María,Muñoz Ortiz,NIT,427099240,1971-10-03,2024-02-22,BASICO,479.0,Bogotá,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0000736,Valentina,Herrera Ospina,PP,281012427,1986-04-26,2024-04-21,ESTANDAR,453.0,Soacha,Cundinamarca,ACTIVO,FUERZA_VENTAS
CLI0000737,Sandra,Ortiz Gómez,CC,263392969,1996-01-27,2024-05-23,BASICO,403.0,Bucaramanga,Santander,ACTIVO,APP_MOVIL
CLI0000738,Claudia,Vásquez Rodríguez,CC,323552258,1990-08-28,2024-07-29,PREMIUM,681.0,Bello,Antioquia,ACTIVO,APP_MOVIL
CLI0000739,Ana,Restrepo Torres,CC,1145330252,1974-08-06,2024-10-22,ESTANDAR,442.0,Zipaquirá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000740,María,Vargas Restrepo,CE,969774564,2000-01-21,2024-12-16,ESTANDAR,514.0,Facatativá,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0000741,Valentina,Ruiz Muñoz,CC,1170168205,1988-01-12,2024-10-06,BASICO,495.0,Soacha,Cundinamarca,ACTIVO,REFERIDO
CLI0000742,Iván,López Nieto,CC,512596938,1978-09-12,2024-04-21,ESTANDAR,533.0,Magangué,Bolívar,ACTIVO,APP_MOVIL
CLI0000743,Andrés,Ramírez Gómez,CC,952775947,1990-08-03,2024-10-21,ESTANDAR,666.0,Soacha,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000744,Juan,Gómez García,CC,1092396947,1975-02-20,2024-09-23,ESTANDAR,526.0,Girón,Santander,ACTIVO,PORTAL_WEB
CLI0000745,Felipe,Herrera Pérez,CC,689160004,1979-05-24,2024-03-11,BASICO,302.0,Pitalito,Huila,INACTIVO,REFERIDO
CLI0000746,Ricardo,Ramírez Castillo,CC,234256434,1968-06-17,2024-06-28,BASICO,402.0,Soledad,Atlántico,ACTIVO,APP_MOVIL
CLI0000747,Natalia,Ramírez Cardona,CC,529335389,1997-12-02,2024-12-22,PREMIUM,642.0,Facatativá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000748,Camila,Rivera Vargas,CC,833145072,1971-03-16,2024-08-22,BASICO,367.0,Envigado,Antioquia,ACTIVO,CORRESPONSAL
CLI0000749,Sandra,Vásquez Martínez,CC,455418067,1986-06-12,2024-02-17,PREMIUM,797.0,Pitalito,Huila,ACTIVO,FUERZA_VENTAS
CLI0000750,Ricardo,Rivera Romero,CC,1175218599,1977-04-19,2024-08-11,BASICO,,Tuluá,Valle,ACTIVO,REFERIDO
CLI0000751,Claudia,Torres Pérez,CC,242823067,1997-05-11,2024-01-25,ESTANDAR,446.0,Girón,Santander,ACTIVO,REFERIDO
CLI0000752,Luisa,Cardona Pérez,PP,1152320769,1988-05-07,2024-09-15,BASICO,479.0,Facatativá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000753,Laura,Romero Ospina,CE,583651278,1992-12-22,2024-08-09,PREMIUM,819.0,Bello,Antioquia,ACTIVO,APP_MOVIL
CLI0000754,Natalia,García Pérez,CC,1167573027,1995-04-06,2024-01-11,ELITE,793.0,Malambo,Atlántico,ACTIVO,REFERIDO
CLI0000755,Camila,Herrera Morales,CC,1090569458,1975-05-03,2024-08-11,ESTANDAR,523.0,Magangué,Bolívar,ACTIVO,
CLI0000756,Carlos,Nieto Flores,CC,1096366569,1983-07-05,2024-03-17,ESTANDAR,499.0,Magangué,Bolívar,ACTIVO,PORTAL_WEB
CLI0000757,Ana,Martínez Morales,CC,738468754,1960-11-26,2024-11-25,ESTANDAR,546.0,Montería,Córdoba,ACTIVO,CORRESPONSAL
CLI0000758,Luisa,Rivera Restrepo,CC,403258377,1966-10-21,2024-10-08,ELITE,827.0,Facatativá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000759,Mauricio,Nieto Díaz,CC,827594953,1965-08-01,2024-10-30,BASICO,415.0,Facatativá,Cundinamarca,INACTIVO,REFERIDO
CLI0000760,Óscar,Ospina Herrera,CC,975772588,1988-05-14,2024-02-11,ESTANDAR,518.0,Envigado,Antioquia,ACTIVO,APP_MOVIL
CLI0000761,Camila,Flores Ruiz,CE,215289205,1984-01-06,2024-04-12,ESTANDAR,750.0,Envigado,Antioquia,BLOQUEADO,REFERIDO
CLI0000762,María,Ospina Ortiz,CC,208328772,1962-01-15,2024-09-23,BASICO,364.0,Bogotá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000763,Jorge,Díaz Castillo,CE,472966166,1985-03-11,2024-03-18,PREMIUM,844.0,Envigado,Antioquia,ACTIVO,
CLI0000764,Ricardo,Ramírez Rodríguez,CC,875357259,1998-10-13,2024-02-16,BASICO,401.0,Facatativá,Cundinamarca,ACTIVO,REFERIDO
CLI0000765,Daniela,Arango Vásquez,CC,694729728,1973-09-25,2024-02-17,BASICO,360.0,Facatativá,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0000766,Juliana,Ortiz Muñoz,CE,510700992,1971-11-15,2024-05-01,ESTANDAR,570.0,Bogotá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000767,María,Cardona Muñoz,CE,648120286,1978-11-20,2024-11-30,PREMIUM,781.0,Bucaramanga,Santander,ACTIVO,APP_MOVIL
CLI0000768,Sergio,Romero Morales,NIT,254919058,2001-02-28,2024-06-05,BASICO,443.0,Zipaquirá,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0000769,Claudia,Ramírez Sánchez,CC,281370807,1993-05-17,2024-02-17,BASICO,309.0,Medellín,Antioquia,ACTIVO,PORTAL_WEB
CLI0000770,Iván,Castillo Rivera,CC,313178004,1987-12-02,2024-04-26,ELITE,809.0,Itagüí,Antioquia,ACTIVO,REFERIDO
CLI0000771,Daniela,Ospina Gómez,CC,200884774,2001-04-03,2024-09-30,ESTANDAR,623.0,Bogotá,Cundinamarca,ACTIVO,PORTAL_WEB
CLI0000772,Andrés,López Vargas,CC,245387299,1964-12-13,2024-11-17,ESTANDAR,526.0,,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0000773,Andrés,Salcedo Ospina,CC,883391257,2002-09-07,2024-07-16,ESTANDAR,509.0,Facatativá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000774,Sergio,Salcedo Morales,CC,1057266638,2002-10-30,2024-02-02,BASICO,511.0,Itagüí,Antioquia,ACTIVO,APP_MOVIL
CLI0000775,Juliana,Rivera Medina,CC,769464590,1988-02-12,2024-10-04,BASICO,351.0,Facatativá,Cundinamarca,ACTIVO,REFERIDO
CLI0000776,Patricia,López Rivera,CC,787218354,1972-03-12,2024-07-16,ESTANDAR,502.0,Neiva,Huila,ACTIVO,APP_MOVIL
CLI0000777,Carlos,Arango Restrepo,CC,413812682,2000-12-20,2024-05-09,BASICO,443.0,Ipiales,Nariño,ACTIVO,APP_MOVIL
CLI0000778,Natalia,Torres Rivera,CE,515221684,1976-03-17,2024-05-21,ESTANDAR,481.0,Medellín,Antioquia,ACTIVO,PORTAL_WEB
CLI0000779,Jorge,Cardona García,CC,35766921,1993-01-22,2024-05-18,PREMIUM,690.0,Cali,Valle,INACTIVO,FUERZA_VENTAS
CLI0000780,Óscar,Ortiz Vargas,CC,569233353,1964-08-25,2024-01-07,ESTANDAR,680.0,Bucaramanga,Santander,ACTIVO,CORRESPONSAL
CLI0000781,Felipe,Arango Vásquez,CC,1019447901,1975-10-10,2024-06-11,ESTANDAR,345.0,Bogotá,Cundinamarca,ACTIVO,REFERIDO
CLI0000782,Cristian,Rodríguez Muñoz,CC,1093991623,1962-07-21,2024-09-02,ESTANDAR,555.0,Bello,Antioquia,ACTIVO,APP_MOVIL
CLI0000783,Luisa,Sánchez Ruiz,CC,938810873,1961-07-16,2024-06-18,BASICO,317.0,Bello,Antioquia,ACTIVO,APP_MOVIL
CLI0000784,Valentina,Ortiz Arango,CC,410173043,1963-09-30,2024-03-20,BASICO,449.0,,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000785,Alejandro,Castillo Salcedo,CC,373361679,1987-12-20,2024-05-20,ESTANDAR,442.0,Pitalito,Huila,ACTIVO,APP_MOVIL
CLI0000786,Cristian,Díaz Vásquez,CE,38538105,1998-01-08,2024-07-27,BASICO,507.0,Soacha,Cundinamarca,ACTIVO,PORTAL_WEB
CLI0000787,María,Herrera Martínez,CE,361960189,1997-12-04,2024-11-30,BASICO,300.0,Pasto,Nariño,ACTIVO,REFERIDO
CLI0000788,Juliana,Sánchez Rivera,CC,1177608688,2001-12-30,2024-02-11,ELITE,816.0,Ipiales,Nariño,INACTIVO,APP_MOVIL
CLI0000789,Ana,Salcedo Restrepo,CC,459096207,1975-10-12,2024-02-21,PREMIUM,745.0,Zipaquirá,Cundinamarca,ACTIVO,FUERZA_VENTAS
CLI0000790,Valentina,García Ospina,CC,1136202213,1978-11-22,2024-01-15,PREMIUM,548.0,Buenaventura,Valle,ACTIVO,CORRESPONSAL
CLI0000791,María,Vargas Jiménez,CE,692897507,1977-04-28,2024-08-07,ELITE,694.0,Envigado,Antioquia,BLOQUEADO,
CLI0000792,Óscar,Martínez Vásquez,CC,1050555800,1973-11-15,2024-10-13,PREMIUM,584.0,Soacha,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0000793,Natalia,López Vásquez,CC,174293457,2000-10-17,2024-11-05,BASICO,300.0,Malambo,Atlántico,ACTIVO,FUERZA_VENTAS
CLI0000794,Patricia,Arango Muñoz,CC,148429249,1962-02-07,2024-05-19,ESTANDAR,,Tumaco,Nariño,ACTIVO,REFERIDO
CLI0000795,Valentina,Rodríguez Flores,CC,884988016,1984-08-15,2024-06-27,BASICO,427.0,Pitalito,Huila,ACTIVO,APP_MOVIL
CLI0000796,Sergio,Vargas Nieto,CC,256099820,2002-01-21,2024-04-26,ESTANDAR,559.0,Itagüí,Antioquia,ACTIVO,CORRESPONSAL
CLI0000797,Claudia,Díaz Vásquez,CC,1122890488,1978-10-18,2024-07-20,ESTANDAR,647.0,Zipaquirá,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0000798,Laura,Restrepo Arango,CC,424723978,1987-03-14,2024-08-21,ELITE,768.0,Bello,Antioquia,ACTIVO,APP_MOVIL
CLI0000799,Juliana,Vásquez Castillo,CE,547505739,1968-11-07,2024-11-29,ELITE,652.0,Neiva,Huila,ACTIVO,PORTAL_WEB
CLI0000800,Valentina,Vargas Jiménez,CC,477626860,1988-12-12,2024-08-30,BASICO,395.0,Bello,Antioquia,ACTIVO,APP_MOVIL
CLI0000801,María,Vargas Nieto,CC,667529605,1969-02-20,2024-02-10,ESTANDAR,574.0,Cartagena,Bolívar,ACTIVO,
CLI0000802,Valentina,Morales Restrepo,CC,322626897,1979-11-29,2024-07-29,ESTANDAR,584.0,Facatativá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000803,Sergio,Pérez Ruiz,CC,1037546487,1969-08-10,2024-10-31,PREMIUM,647.0,Medellín,Antioquia,ACTIVO,PORTAL_WEB
CLI0000804,Ana,Restrepo Díaz,CC,407923505,1965-01-25,2024-05-16,ESTANDAR,518.0,Envigado,Antioquia,ACTIVO,PORTAL_WEB
CLI0000805,Natalia,Castillo Vargas,CC,981327636,1991-10-03,2024-01-01,BASICO,,Itagüí,Antioquia,INACTIVO,CORRESPONSAL
CLI0000806,Juliana,Herrera Cardona,CC,241996001,1983-04-14,2024-11-10,BASICO,351.0,Cali,Valle,ACTIVO,REFERIDO
CLI0000807,Natalia,Castillo Cardona,NIT,313105172,1985-02-03,2024-02-14,BASICO,300.0,Tumaco,Nariño,ACTIVO,REFERIDO
CLI0000808,Valentina,Herrera Rodríguez,CC,376443109,1991-04-15,2024-02-15,ELITE,875.0,Zipaquirá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000809,Diego,Torres Jiménez,CC,460926292,1988-07-10,2024-03-14,ESTANDAR,559.0,Tumaco,Nariño,INACTIVO,CORRESPONSAL
CLI0000810,Ana,Cardona Pérez,CC,1034008719,1983-03-31,2024-12-26,ESTANDAR,549.0,Magangué,Bolívar,ACTIVO,APP_MOVIL
CLI0000811,Juliana,Ospina Muñoz,CC,431455843,1961-12-28,2024-05-18,BASICO,494.0,Ipiales,Nariño,ACTIVO,CORRESPONSAL
CLI0000812,Iván,Cardona Ruiz,CC,729854134,1974-08-06,2024-04-17,BASICO,386.0,Girón,Santander,ACTIVO,APP_MOVIL
CLI0000813,Melissa,Díaz Romero,CC,697866704,1974-11-02,2024-08-29,ELITE,652.0,Buenaventura,Valle,ACTIVO,FUERZA_VENTAS
CLI0000814,Andrés,González Nieto,CC,439166485,1993-12-25,2024-06-10,PREMIUM,768.0,Zipaquirá,Cundinamarca,ACTIVO,REFERIDO
CLI0000815,Camila,Flores Salcedo,CC,1052710261,1970-12-19,2024-04-05,ESTANDAR,309.0,Bogotá,Cundinamarca,ACTIVO,REFERIDO
CLI0000816,Laura,Rodríguez Ortiz,CC,822879854,1971-11-24,2024-02-13,BASICO,336.0,Bogotá,Cundinamarca,ACTIVO,REFERIDO
CLI0000817,Héctor,Cardona Rodríguez,CC,892019105,1994-03-05,2024-10-16,BASICO,571.0,Zipaquirá,Cundinamarca,ACTIVO,
CLI0000818,Natalia,Cardona Ruiz,CC,1031127664,1992-02-03,2024-10-01,BASICO,349.0,Medellín,Antioquia,ACTIVO,APP_MOVIL
CLI0000819,María,Restrepo Rodríguez,NIT,1164914829,1979-10-27,2024-07-17,BASICO,419.0,Bogotá,Cundinamarca,ACTIVO,
CLI0000820,María,Rivera Sánchez,CC,570769188,1990-06-19,2024-02-01,BASICO,351.0,Facatativá,Cundinamarca,ACTIVO,PORTAL_WEB
CLI0000821,Natalia,Ruiz Pérez,NIT,1035683647,1989-12-23,2024-02-24,BASICO,367.0,Facatativá,Cundinamarca,ACTIVO,REFERIDO
CLI0000822,Valentina,Romero Arango,CC,440986674,1976-11-14,2024-08-30,ELITE,707.0,Neiva,Huila,BLOQUEADO,APP_MOVIL
CLI0000823,Claudia,Castillo Rodríguez,NIT,519518957,1997-07-22,2024-12-02,ELITE,782.0,Bello,Antioquia,ACTIVO,APP_MOVIL
CLI0000824,Patricia,Ortiz Herrera,CC,267506117,1984-10-06,2024-01-29,BASICO,486.0,Girón,Santander,ACTIVO,REFERIDO
CLI0000825,Andrés,Sánchez Restrepo,CC,282327335,1994-03-17,2024-03-03,ESTANDAR,531.0,Facatativá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000826,Laura,Gómez Salcedo,CC,1058859222,1989-07-30,2024-03-17,ESTANDAR,548.0,Medellín,Antioquia,INACTIVO,CORRESPONSAL
CLI0000827,Miguel,Vásquez Morales,CC,438391425,1972-03-12,2024-11-20,BASICO,353.0,Buenaventura,Valle,ACTIVO,FUERZA_VENTAS
CLI0000828,Cristian,González Ospina,CC,696858378,1971-02-26,2024-04-13,ESTANDAR,530.0,Soacha,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000829,Ana,Restrepo Vásquez,CE,1080440902,1968-12-17,2024-02-24,ESTANDAR,534.0,Tuluá,Valle,INACTIVO,PORTAL_WEB
CLI0000830,Óscar,Romero Restrepo,CC,980428198,1977-02-16,2024-02-23,PREMIUM,576.0,Itagüí,Antioquia,INACTIVO,CORRESPONSAL
CLI0000831,Felipe,Cardona Vargas,CC,76049318,1967-12-23,2024-07-24,ELITE,915.0,Magangué,Bolívar,ACTIVO,REFERIDO
CLI0000832,Ricardo,Jiménez García,CC,34546828,2000-12-09,2024-12-30,PREMIUM,709.0,Facatativá,Cundinamarca,ACTIVO,PORTAL_WEB
CLI0000833,Juan,Vásquez López,CC,707682565,1966-05-17,2024-08-03,ELITE,717.0,Magangué,Bolívar,ACTIVO,CORRESPONSAL
CLI0000834,Jorge,Arango López,CC,501684881,1984-10-23,2024-08-16,BASICO,384.0,Bogotá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000835,Daniela,González Castillo,CC,553009532,2001-05-15,2024-11-12,ESTANDAR,650.0,Barranquilla,Atlántico,ACTIVO,REFERIDO
CLI0000836,Carlos,Jiménez Ruiz,CC,1009916000,2000-06-09,2024-01-31,PREMIUM,746.0,Medellín,Antioquia,INACTIVO,APP_MOVIL
CLI0000837,Ricardo,Morales Gómez,CE,905782090,2002-01-20,2024-04-18,ESTANDAR,563.0,Barranquilla,Atlántico,INACTIVO,REFERIDO
CLI0000838,Juan,Díaz González,CC,287316672,1976-12-21,2024-04-21,ESTANDAR,546.0,Palmira,Valle,ACTIVO,FUERZA_VENTAS
CLI0000839,Sergio,García Jiménez,CC,1168647815,1965-06-25,2024-06-11,BASICO,456.0,Bogotá,Cundinamarca,ACTIVO,FUERZA_VENTAS
CLI0000840,Juliana,Nieto Romero,CC,260486776,1992-05-12,2024-01-04,BASICO,307.0,Medellín,Antioquia,ACTIVO,REFERIDO
CLI0000841,Iván,Ramírez López,CC,87466327,1995-03-15,2024-11-22,BASICO,,Facatativá,Cundinamarca,ACTIVO,FUERZA_VENTAS
CLI0000842,Juan,Sánchez Salcedo,CC,884533691,1996-12-07,2024-06-11,ESTANDAR,490.0,Bogotá,Cundinamarca,ACTIVO,CORRESPONSAL
CLI0000843,Paola,Romero Rivera,CC,726611955,1981-06-18,2024-01-10,BASICO,300.0,Barranquilla,Atlántico,ACTIVO,FUERZA_VENTAS
CLI0000844,Iván,Ramírez Morales,CC,451405119,1965-06-15,2024-09-27,ESTANDAR,416.0,Malambo,Atlántico,ACTIVO,CORRESPONSAL
CLI0000845,Sandra,Vásquez Sánchez,CC,734454256,2000-05-05,2024-12-11,BASICO,471.0,Soacha,Cundinamarca,ACTIVO,PORTAL_WEB
CLI0000846,Ana,Martínez Rodríguez,CC,394921474,1995-06-11,2024-10-22,ESTANDAR,609.0,Bucaramanga,Santander,ACTIVO,
CLI0000847,Mauricio,Nieto Sánchez,CE,1076191505,1974-07-14,2024-10-03,ESTANDAR,548.0,Facatativá,Cundinamarca,ACTIVO,REFERIDO
CLI0000848,Ana,Muñoz Romero,CC,265540908,1982-05-08,2024-11-20,ESTANDAR,426.0,Cali,Valle,ACTIVO,APP_MOVIL
CLI0000849,Diego,Restrepo Vásquez,PP,1080810512,1969-12-30,2024-04-22,BASICO,436.0,Cali,Valle,ACTIVO,FUERZA_VENTAS
CLI0000850,Yolanda,Muñoz Vásquez,CC,652005408,1970-01-18,2024-08-04,ESTANDAR,464.0,Barranquilla,Atlántico,ACTIVO,APP_MOVIL
CLI0000851,María,Nieto Morales,CC,601203385,1981-11-29,2024-03-22,BASICO,348.0,Girón,Santander,ACTIVO,CORRESPONSAL
CLI0000852,Andrés,Vargas Ortiz,CC,753443262,1961-12-19,2024-02-11,PREMIUM,719.0,Magangué,Bolívar,ACTIVO,APP_MOVIL
CLI0000853,Ana,Nieto Morales,CC,809124674,2002-03-07,2024-11-06,ESTANDAR,535.0,Bogotá,Cundinamarca,ACTIVO,FUERZA_VENTAS
CLI0000854,Diego,Ramírez Martínez,CE,84875639,1965-11-04,2024-12-22,ESTANDAR,641.0,Bello,Antioquia,ACTIVO,REFERIDO
CLI0000855,Sandra,Sánchez Torres,CC,969109362,1973-05-09,2024-12-13,BASICO,473.0,Girón,Santander,ACTIVO,FUERZA_VENTAS
CLI0000856,Camila,Romero Salcedo,CC,1073545847,1966-06-13,2024-03-25,BASICO,389.0,,Valle,INACTIVO,REFERIDO
CLI0000857,María,Torres Rivera,NIT,437565528,1976-01-13,2024-11-21,ELITE,568.0,Tuluá,Valle,ACTIVO,APP_MOVIL
CLI0000858,Miguel,Ortiz Romero,CC,1001701552,1961-08-06,2024-01-20,BASICO,409.0,Medellín,Antioquia,ACTIVO,CORRESPONSAL
CLI0000859,Daniela,Gómez Ospina,NIT,1113916972,1992-08-28,2024-01-04,BASICO,443.0,Facatativá,Cundinamarca,INACTIVO,FUERZA_VENTAS
CLI0000860,Valentina,González Flores,CC,1169987519,1988-05-29,2024-09-24,BASICO,300.0,Facatativá,Cundinamarca,ACTIVO,APP_MOVIL
CLI0000861,Claudia,Rodríguez Ruiz,CC,609975774,1992-02-22,2024-10-09,BASICO,497.0,Envigado,Antioquia,ACTIVO,APP_MOVIL
